Time,Rint_veg (W m-2),Rint_soil (W m-2),Rint_dir(W m-2),Rint_dif (W m-2),Tleaf_sunlit(C),Tleaf_shade(C),Tcanopy,Ep (l h-1),VPD (kPa),Pstem (kPa),Pleaf_sun (kPa),Pleaf_shade (kPa),Gc (mol m-2 s-1),Gs_sun (mol m-2 s-1),Gs_shade (mol m-2 s-1),Pn (micromol plant-1 s-1),Lp mean (kg m-2 s-1 kPa-1),totalFlux (kg m-2 s-1)
2019-06-28 04:00:00,0.0,0.0,0.0,0.0,18.973546978190054,18.973546978190054,18.973546978190054,0.05545716359126736,0.7465235760204081,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,3.4232817031646515e-06
2019-06-28 05:00:00,0.0,0.0,0.0,0.0,16.3886974964361,16.3886974964361,16.3886974964361,0.023537086833578615,0.3168389635216182,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,1.4529065946653466e-06
2019-06-28 06:00:00,0.0,0.0,0.0,0.0,19.18267755751629,19.18267755751629,19.18267755751629,0.036334357940342454,0.4891064213442959,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,2.2428616012557062e-06
2019-06-28 07:00:00,0.0,0.0,0.0,0.0,24.75852124561108,24.75852124561108,24.75852124561108,0.08831184022045967,1.1887890850714498,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,5.451348161756769e-06
2019-06-28 08:00:00,371.8461199645225,14.2155418294081,167.97634572216523,50.84094500033123,38.731316809762085,29.960695942209107,30.52711771392716,0.08550609258671543,1.45931554167193,-inf,-inf,-inf,0.004000032575805404,0.004000049218295545,0.004000031426800042,22.275648055713418,3.09e-10,5.278153863377495e-06
2019-06-28 09:00:00,548.9145502574853,10.779491372829346,263.0736193958727,43.88209747114247,44.82087414146342,31.146200051244076,33.101524623322625,0.12810609667906894,2.0822906296944073,-inf,-inf,-inf,0.0040000101118416636,0.004,0.004000011798960257,21.267092386431504,3.09e-10,7.90778374562154e-06
2019-06-28 10:00:00,696.3472038810404,10.725627845742581,338.4212100151965,43.421791582043575,51.611183359027294,34.14317060939254,37.68800209777042,0.2034196947030118,3.0601211651783244,-inf,-inf,-inf,0.004,0.004,0.004,19.18324139064306,3.09e-10,1.255677127796369e-05
2019-06-28 11:00:00,798.0636305017912,12.031720615310093,389.92490884622515,44.19988919720113,56.145066217915804,36.1286633683148,40.93977427675503,0.26832941241424085,3.744778426513886,-inf,-inf,-inf,0.004,0.004,0.004,17.30385223469346,3.09e-10,1.6563543976187707e-05
2019-06-28 12:00:00,849.4174899091532,13.111573437373842,415.7932056162097,45.19463805544888,59.838337404203536,38.61536401504896,44.02170358466847,0.33076905020723213,4.544993666577132,-inf,-inf,-inf,0.004,0.004,0.004,14.941759189299145,3.09e-10,2.0417842605384698e-05
2019-06-28 13:00:00,838.7868539291967,12.742834035816049,410.14327779585165,45.669400423429984,60.872210154238104,39.985488907477624,45.13108535570616,0.3589741285168653,5.236538253820584,-inf,-inf,-inf,0.004,0.004,0.004,13.749863330948767,3.09e-10,2.2158896822028716e-05
2019-06-28 14:00:00,784.1145958450887,11.843914697322315,381.7786023851351,46.94223364678759,59.882960309348924,40.4270346856198,44.61037224119615,0.3469130078080727,5.554330107517645,-inf,-inf,-inf,0.004,0.004,0.004,13.943064535651047,3.09e-10,2.1414383198029177e-05
2019-06-28 15:00:00,663.1980852076863,11.848335435869428,319.56500586465233,48.78192464198705,57.42570317503723,41.10725940359817,43.73103121443773,0.3150437605165402,5.736966185208404,-inf,-inf,-inf,0.004,0.004,0.004,14.2005932244755,3.09e-10,1.944714571089755e-05
2019-06-28 16:00:00,522.2328982149263,15.70786941851446,242.00092163633272,59.04764724436021,54.31838091193612,41.93074593488868,43.00368031484164,0.28998136556018983,5.830221193880121,-inf,-inf,-inf,0.004,0.004,0.004,15.431591754843272,3.09e-10,1.7900084293838878e-05
2019-06-28 17:00:00,0.0,0.0,0.0,0.0,38.812618856381825,38.812618856381825,38.812618856381825,0.415788573727508,5.597040180691126,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,2.566596134120419e-05
2019-06-28 18:00:00,0.0,0.0,0.0,0.0,36.85197505273519,36.85197505273519,36.85197505273519,0.3264445136743884,4.394356110899653,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,2.0150895905826443e-05
2019-06-28 19:00:00,0.0,0.0,0.0,0.0,33.4902350903669,33.4902350903669,33.4902350903669,0.2396117714285525,3.225477555646113,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,1.4790850088182251e-05
2019-06-28 20:00:00,0.0,0.0,0.0,0.0,29.615331898906277,29.615331898906277,29.615331898906277,0.1827469377495299,2.4600049595223137,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,1.1280675169724068e-05
2019-06-28 21:00:00,0.0,0.0,0.0,0.0,28.908855656335458,28.908855656335458,28.908855656335458,0.19633424755868117,2.6429073376890546,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,1.2119397997449454e-05
2019-06-28 22:00:00,0.0,0.0,0.0,0.0,26.23049252778354,26.23049252778354,26.23049252778354,0.15750906959393593,2.120271327894381,-inf,-inf,-inf,0.004,0.0,0.004,0.0,3.09e-10,9.722782073699749e-06
